height,width,label
227,1844,9
221,824,5
281,712,7
170,291,15
208,973,6
46,932,4
184,287,3
224,685,12
254,1168,13
116,601,14
259,73,1
150,269,15
68,930,8
99,106,9
170,290,15
61,1123,6
212,968,6
306,1847,10
195,956,6
238,1356,11
289,339,7
248,1166,13
237,1355,11
111,621,14
98,1204,13
98,1016,4
224,1174,13
114,601,14
245,1270,12
105,615,14
113,603,14
47,170,5
174,286,3
166,270,3
100,1203,13
42,544,2
197,971,6
240,1357,11
69,929,8
240,1151,13
202,1055,8
136,1296,10
299,194,2
166,276,3
97,1205,13
283,1261,13
305,1851,10
284,772,9
117,252,4
39,323,7
204,964,6
15,595,9
177,287,3
330,215,9
99,1017,4
174,287,3
314,1011,5
196,972,6
171,275,3
251,1164,13
302,1198,2
189,976,4
66,1279,10
74,1270,10
114,605,14
136,1294,10
166,273,3
149,264,15
41,120,7
206,38,7
177,285,3
188,975,4
67,448,4
232,1356,11
97,1018,4
242,1161,13
295,1835,10
305,994,5
300,1373,11
144,478,8
73,1269,10
170,275,3
7,1699,11
162,1002,8
8,1811,2
103,612,14
106,648,2
60,1742,8
165,275,3
307,1146,12
135,1295,10
170,273,3
66,1277,10
253,1169,13
193,956,6
204,967,6
126,555,9
65,723,9
252,1256,12
308,1850,10
148,259,15
155,259,15
330,213,9
137,1293,10
277,1260,13
64,720,9
10,1348,9
182,462,2
214,333,2
256,70,1
41,326,7
172,1022,1
147,260,15
76,705,2
251,1257,12
307,1848,10
11,1814,2
328,215,9
266,691,12
184,463,2
219,62,7
309,493,7
177,288,3
101,1203,13
296,1833,10
173,1022,1
40,325,7
248,220,7
66,723,9
320,1017,5
45,1300,11
98,1203,13
125,558,9
172,274,3
191,955,6
329,1218,8
7,771,1
114,604,14
300,812,9
212,969,6
251,1173,13
231,1357,11
167,288,15
249,1855,9
107,616,14
127,778,1
328,186,7
251,1259,12
124,557,9
235,549,5
284,554,7
248,219,7
44,173,5
84,1253,12
105,614,14
128,778,1
115,607,14
262,559,7
207,427,4
314,1423,11
226,998,8
235,1355,11
194,953,6
96,1016,4
19,54,4
241,1153,13
291,442,7
306,1148,12
180,288,3
26,519,12
26,521,12
200,957,6
193,954,6
16,596,9
158,283,15
289,321,4
81,1841,7
149,262,15
286,1445,11
243,1194,9
180,209,1
220,61,7
175,1019,1
326,977,5
329,213,9
172,1018,1
175,285,3
64,719,9
206,39,7
45,932,4
58,124,7
247,1150,13
22,550,2
66,757,12
154,255,15
151,279,15
149,268,15
189,1312,10
108,618,14
185,288,3
212,26,9
257,72,1
68,1278,10
39,94,7
44,170,5
168,275,3
42,1300,11
53,1863,9
62,1121,6
173,1019,1
47,934,4
210,23,9
145,238,12
43,932,4
148,262,15
195,976,6
196,971,6
268,1788,10
100,1205,13
164,279,3
218,539,5
105,649,2
223,1172,13
108,614,14
111,620,14
10,1346,9
241,1151,13
82,910,8
11,1815,2
229,1119,8
243,1272,12
309,495,7
41,1297,11
251,787,5
138,1293,10
223,684,12
71,237,8
168,273,3
286,1443,11
323,978,5
46,171,5
109,620,14
295,1370,11
258,69,1
108,603,14
190,1312,10
182,47,9
117,601,14
232,1355,11
46,1298,11
299,812,9
330,986,5
165,273,3
297,1373,11
331,983,5
275,1325,2
140,1296,10
147,1838,8
143,1050,5
40,38,7
171,274,3
261,406,12
188,1309,10
44,934,4
328,472,7
46,173,5
213,1124,1
255,72,1
328,1052,4
331,985,5
164,276,3
106,617,14
39,324,7
105,818,2
230,1817,8
219,1261,12
337,780,7
269,1787,10
14,597,9
58,213,5
40,1299,11
59,1742,8
98,1180,4
119,602,14
297,1832,10
213,972,6
183,1345,11
51,1890,9
306,995,5
83,1252,12
145,1049,5
179,289,3
249,1257,12
149,258,15
195,952,6
297,1836,10
113,601,14
10,768,1
159,284,15
327,471,7
272,119,4
118,605,14
86,741,12
110,606,14
44,171,5
116,606,14
67,743,12
97,1180,4
97,1182,4
259,70,1
6,767,1
173,1073,8
106,613,14
233,1354,11
176,288,3
324,1879,10
150,263,15
296,80,2
240,1359,11
162,285,15
116,605,14
180,287,3
16,759,2
206,355,2
205,354,2
224,1195,9
58,214,5
258,71,1
197,954,6
71,236,8
116,607,14
158,257,15
291,322,4
41,323,7
129,781,1
109,618,14
70,1279,10
157,256,15
291,443,7
233,1355,11
139,1295,10
154,257,15
195,953,6
332,751,7
226,997,8
52,1846,4
174,285,3
172,1146,5
216,541,5
119,603,14
67,1276,10
109,604,14
280,999,12
230,1354,11
156,259,15
327,1714,9
252,1163,13
136,1295,10
66,719,9
284,565,7
181,1344,11
